2024-04-25 23:23:14,871 - INFO - File Path: ./cve_dataset/train
2024-04-25 23:23:14,871 - INFO - func_name, vul_type, true_label, pred_label
2024-04-25 23:24:01,240 - INFO - set_geometry, cwe-190, 1, 1
2024-04-25 23:24:02,571 - INFO - set_geometry, cwe-190, 0, 1
2024-04-25 23:24:03,635 - INFO - __get_data_block, cwe-190, 1, 1
2024-04-25 23:24:04,986 - INFO - __get_data_block, cwe-190, 0, 1
2024-04-25 23:24:05,859 - INFO - HPHP::StringUtil::Implode, cwe-190, 1, 1
2024-04-25 23:24:06,822 - INFO - HPHP::StringUtil::Implode, cwe-190, 0, 1
2024-04-25 23:24:07,588 - INFO - PHP_FUNCTION, cwe-190, 1, 1
2024-04-25 23:24:08,361 - INFO - PHP_FUNCTION, cwe-190, 0, 0
2024-04-25 23:24:09,372 - INFO - amqp_handle_input, cwe-190, 1, 1
2024-04-25 23:24:10,233 - INFO - amqp_handle_input, cwe-190, 0, 0
2024-04-25 23:24:11,299 - INFO - choose_volume, cwe-190, 1, 1
2024-04-25 23:24:12,238 - INFO - choose_volume, cwe-190, 0, 1
2024-04-25 23:24:12,993 - INFO - cs_winkernel_malloc, cwe-190, 1, 1
2024-04-25 23:24:14,127 - INFO - cs_winkernel_malloc, cwe-190, 0, 0
2024-04-25 23:24:15,012 - INFO - hfs_cat_traverse, cwe-190, 1, 0
2024-04-25 23:24:15,962 - INFO - hfs_cat_traverse, cwe-190, 0, 1
2024-04-25 23:24:17,092 - INFO - PyImaging_MapBuffer, cwe-190, 1, 1
2024-04-25 23:24:18,117 - INFO - PyImaging_MapBuffer, cwe-190, 0, 1
2024-04-25 23:24:19,004 - INFO - read_entry, cwe-190, 1, 1
2024-04-25 23:24:19,972 - INFO - read_entry, cwe-190, 0, 1
2024-04-25 23:24:20,701 - INFO - read_SubStreamsInfo, cwe-190, 1, 1
2024-04-25 23:24:21,530 - INFO - read_SubStreamsInfo, cwe-190, 0, 0
2024-04-25 23:24:22,411 - INFO - gdi_Bitmap_Decompress, cwe-190, 1, 1
2024-04-25 23:24:23,443 - INFO - gdi_Bitmap_Decompress, cwe-190, 0, 1
2024-04-25 23:24:24,467 - INFO - SWFInput_readSBits, cwe-190, 1, 0
2024-04-25 23:24:26,065 - INFO - SWFInput_readSBits, cwe-190, 0, 1
2024-04-25 23:24:26,751 - INFO - layer_resize, cwe-190, 1, 0
2024-04-25 23:24:27,880 - INFO - layer_resize, cwe-190, 0, 1
2024-04-25 23:24:28,787 - INFO - ApplyEvaluateOperator, cwe-190, 1, 1
2024-04-25 23:24:30,110 - INFO - ApplyEvaluateOperator, cwe-190, 0, 1
2024-04-25 23:24:31,035 - INFO - authDigestNonceLink, cwe-190, 1, 1
2024-04-25 23:24:32,421 - INFO - authDigestNonceLink, cwe-190, 0, 1
2024-04-25 23:24:33,112 - INFO - jpc_dec_process_siz, cwe-190, 1, 0
2024-04-25 23:24:34,366 - INFO - jpc_dec_process_siz, cwe-190, 0, 1
2024-04-25 23:24:34,367 - INFO - Total Correct Pred: 38 has_vul Accuracy: 50.0000 vul_type accuracy: 50.0000
2024-04-25 23:24:34,367 - INFO - Scanning file: ./cve_dataset/train/cwe-089.jsonl
2024-04-25 23:24:35,232 - INFO - build_board, cwe-089, 1, 1
2024-04-25 23:24:36,183 - INFO - build_board, cwe-089, 0, 1
2024-04-25 23:24:36,983 - INFO - check_and_update_ranks, cwe-089, 1, 1
2024-04-25 23:24:38,571 - INFO - check_and_update_ranks, cwe-089, 0, 1
2024-04-25 23:24:39,625 - INFO - tag_num_to_tag, cwe-089, 1, 1
2024-04-25 23:24:40,461 - INFO - tag_num_to_tag, cwe-089, 0, 0
2024-04-25 23:24:41,432 - INFO - get_item, cwe-089, 1, 1
2024-04-25 23:24:42,404 - INFO - get_item, cwe-089, 0, 0
2024-04-25 23:24:43,325 - INFO - getPostsByPostid, cwe-089, 1, 1
2024-04-25 23:24:45,168 - INFO - getPostsByPostid, cwe-089, 0, 1
2024-04-25 23:24:46,271 - INFO - getFileCacheID, cwe-089, 1, 1
2024-04-25 23:24:47,644 - INFO - getFileCacheID, cwe-089, 0, 1
2024-04-25 23:24:49,035 - INFO - add_post, cwe-089, 1, 1
2024-04-25 23:24:49,924 - INFO - add_post, cwe-089, 0, 1
2024-04-25 23:24:50,730 - INFO - getSubmissionDateFromDatabase, cwe-089, 1, 1
2024-04-25 23:24:51,819 - INFO - getSubmissionDateFromDatabase, cwe-089, 0, 1
2024-04-25 23:24:52,696 - INFO - ranks, cwe-089, 1, 1
2024-04-25 23:24:53,618 - INFO - ranks, cwe-089, 0, 1
2024-04-25 23:24:55,055 - INFO - set_language, cwe-089, 1, 1
2024-04-25 23:24:55,905 - INFO - set_language, cwe-089, 0, 1
2024-04-25 23:24:56,623 - INFO - tid_num_to_tag_nums, cwe-089, 1, 0
2024-04-25 23:24:57,642 - INFO - tid_num_to_tag_nums, cwe-089, 0, 1
2024-04-25 23:24:58,476 - INFO - summary, cwe-089, 1, 1
2024-04-25 23:24:59,329 - INFO - summary, cwe-089, 0, 1
2024-04-25 23:25:00,517 - INFO - add_post, cwe-089, 1, 1
2024-04-25 23:25:01,351 - INFO - add_post, cwe-089, 0, 0
2024-04-25 23:25:02,081 - INFO - delete_playlist, cwe-089, 1, 0
2024-04-25 23:25:03,325 - INFO - delete_playlist, cwe-089, 0, 1
2024-04-25 23:25:04,268 - INFO - writeToDb, cwe-089, 1, 1
2024-04-25 23:25:05,651 - INFO - writeToDb, cwe-089, 0, 1
2024-04-25 23:25:06,684 - INFO - send_message, cwe-089, 1, 1
2024-04-25 23:25:08,195 - INFO - send_message, cwe-089, 0, 1
2024-04-25 23:25:10,179 - INFO - delete, cwe-089, 1, 0
2024-04-25 23:25:11,025 - INFO - delete, cwe-089, 0, 1
2024-04-25 23:25:12,088 - INFO - delete_playlists_videos, cwe-089, 1, 1
2024-04-25 23:25:12,696 - INFO - delete_playlists_videos, cwe-089, 0, 0
2024-04-25 23:25:13,742 - INFO - upsert_mapped_projects, cwe-089, 1, 1
2024-04-25 23:25:14,430 - INFO - upsert_mapped_projects, cwe-089, 0, 0
2024-04-25 23:25:15,590 - INFO - get_first_ranked_month, cwe-089, 1, 1
2024-04-25 23:25:16,483 - INFO - get_first_ranked_month, cwe-089, 0, 1
2024-04-25 23:25:17,367 - INFO - openPoll, cwe-089, 1, 0
2024-04-25 23:25:19,256 - INFO - openPoll, cwe-089, 0, 1
2024-04-25 23:25:20,226 - INFO - __init__.view_grocery_list, cwe-089, 1, 0
2024-04-25 23:25:21,584 - INFO - __init__.view_grocery_list, cwe-089, 0, 1
2024-04-25 23:25:22,958 - INFO - view_page_record, cwe-089, 1, 1
2024-04-25 23:25:24,180 - INFO - view_page_record, cwe-089, 0, 1
2024-04-25 23:25:25,029 - INFO - update_inverter, cwe-089, 1, 1
2024-04-25 23:25:25,866 - INFO - update_inverter, cwe-089, 0, 1
2024-04-25 23:25:26,957 - INFO - insert, cwe-089, 1, 1
2024-04-25 23:25:27,809 - INFO - insert, cwe-089, 0, 0
2024-04-25 23:25:28,721 - INFO - save_failure_transaction, cwe-089, 1, 0
2024-04-25 23:25:29,835 - INFO - save_failure_transaction, cwe-089, 0, 0
2024-04-25 23:25:30,859 - INFO - test_process_as_form, cwe-089, 1, 0
2024-04-25 23:25:32,292 - INFO - test_process_as_form, cwe-089, 0, 1
2024-04-25 23:25:33,308 - INFO - render_page_name, cwe-089, 1, 1
2024-04-25 23:25:34,428 - INFO - render_page_name, cwe-089, 0, 1
2024-04-25 23:25:35,329 - INFO - tid_to_tid_num, cwe-089, 1, 1
2024-04-25 23:25:36,051 - INFO - tid_to_tid_num, cwe-089, 0, 0
2024-04-25 23:25:37,535 - INFO - get_old_sourcebyinstitution_number, cwe-089, 1, 1
2024-04-25 23:25:38,944 - INFO - get_old_sourcebyinstitution_number, cwe-089, 0, 1
2024-04-25 23:25:39,568 - INFO - top_karma, cwe-089, 1, 0
2024-04-25 23:25:40,594 - INFO - top_karma, cwe-089, 0, 0
2024-04-25 23:25:41,468 - INFO - retrieve_playlist_by_id, cwe-089, 1, 1
2024-04-25 23:25:42,487 - INFO - retrieve_playlist_by_id, cwe-089, 0, 1
2024-04-25 23:25:43,226 - INFO - get_task, cwe-089, 1, 1
2024-04-25 23:25:44,132 - INFO - get_task, cwe-089, 0, 1
2024-04-25 23:25:45,095 - INFO - stats, cwe-089, 1, 1
2024-04-25 23:25:46,074 - INFO - stats, cwe-089, 0, 0
2024-04-25 23:25:49,751 - INFO - delete, cwe-089, 1, Here is the first snippet of code:

```python
def login(user
2024-04-25 23:25:50,688 - INFO - delete, cwe-089, 0, 1
2024-04-25 23:25:51,776 - INFO - verify_rno, cwe-089, 1, 1
2024-04-25 23:25:52,784 - INFO - verify_rno, cwe-089, 0, 1
2024-04-25 23:25:53,426 - INFO - get_requested_day, cwe-089, 1, 0
2024-04-25 23:25:54,173 - INFO - get_requested_day, cwe-089, 0, 0
2024-04-25 23:25:55,018 - INFO - add_language, cwe-089, 1, 0
2024-04-25 23:25:55,825 - INFO - add_language, cwe-089, 0, 1
2024-04-25 23:25:56,394 - INFO - makeJudge, cwe-089, 1, 0
2024-04-25 23:25:57,152 - INFO - makeJudge, cwe-089, 0, 0
2024-04-25 23:25:58,285 - INFO - isValidAdmToken, cwe-089, 1, 1
2024-04-25 23:25:59,948 - INFO - isValidAdmToken, cwe-089, 0, 1
2024-04-25 23:26:00,753 - INFO - get_mapped_projects, cwe-089, 1, 1
2024-04-25 23:26:01,709 - INFO - get_mapped_projects, cwe-089, 0, 1
2024-04-25 23:26:02,887 - INFO - delete_data, cwe-089, 1, 1
2024-04-25 23:26:04,013 - INFO - delete_data, cwe-089, 0, 1
2024-04-25 23:26:05,093 - INFO - user_verify, cwe-089, 1, 1
2024-04-25 23:26:06,275 - INFO - user_verify, cwe-089, 0, 1
2024-04-25 23:26:07,477 - INFO - search_films, cwe-089, 1, 1
2024-04-25 23:26:08,270 - INFO - search_films, cwe-089, 0, 0
2024-04-25 23:26:09,169 - INFO - getGameCountInSeriesSoFar, cwe-089, 1, 1
2024-04-25 23:26:10,035 - INFO - getGameCountInSeriesSoFar, cwe-089, 0, 1
2024-04-25 23:26:11,019 - INFO - add, cwe-089, 1, 1
2024-04-25 23:26:11,899 - INFO - add, cwe-089, 0, 1
2024-04-25 23:26:13,111 - INFO - get_mod_taken_together_with, cwe-089, 1, 1
2024-04-25 23:26:14,241 - INFO - get_mod_taken_together_with, cwe-089, 0, 1
2024-04-25 23:26:14,897 - INFO - wins, cwe-089, 1, 0
2024-04-25 23:26:15,796 - INFO - wins, cwe-089, 0, 0
2024-04-25 23:26:18,480 - INFO - delete_event, cwe-089, 1, 1
2024-04-25 23:26:19,199 - INFO - delete_event, cwe-089, 0, 0
2024-04-25 23:26:20,092 - INFO - add_item, cwe-089, 1, 1
2024-04-25 23:26:21,846 - INFO - add_item, cwe-089, 0, 1
2024-04-25 23:26:23,201 - INFO - fetch_issue, cwe-089, 1, 1
2024-04-25 23:26:24,413 - INFO - fetch_issue, cwe-089, 0, 1
2024-04-25 23:26:25,200 - INFO - also_add, cwe-089, 1, 0
2024-04-25 23:26:26,082 - INFO - also_add, cwe-089, 0, 1
2024-04-25 23:26:27,281 - INFO - getCommentsLike, cwe-089, 1, 1
2024-04-25 23:26:28,261 - INFO - getCommentsLike, cwe-089, 0, 1
2024-04-25 23:26:28,885 - INFO - update_theory_base, cwe-089, 1, 0
2024-04-25 23:26:29,803 - INFO - update_theory_base, cwe-089, 0, 1
2024-04-25 23:26:30,644 - INFO - get_asset_and_volume, cwe-089, 1, 1
2024-04-25 23:26:31,488 - INFO - get_asset_and_volume, cwe-089, 0, 1
2024-04-25 23:26:32,695 - INFO - reportMatch, cwe-089, 1, 1
2024-04-25 23:26:33,906 - INFO - reportMatch, cwe-089, 0, 1
2024-04-25 23:26:34,973 - INFO - getPlayer, cwe-089, 1, 1
2024-04-25 23:26:35,934 - INFO - getPlayer, cwe-089, 0, 1
2024-04-25 23:26:36,646 - INFO - karma_sub, cwe-089, 1, 0
2024-04-25 23:26:37,248 - INFO - karma_sub, cwe-089, 0, 0
2024-04-25 23:26:38,119 - INFO - login, cwe-089, 1, 1
2024-04-25 23:26:39,330 - INFO - login, cwe-089, 0, 1
2024-04-25 23:26:40,460 - INFO - fetch_data, cwe-089, 1, 1
2024-04-25 23:26:41,482 - INFO - fetch_data, cwe-089, 0, 1
2024-04-25 23:26:42,806 - INFO - registerPlayer, cwe-089, 1, 1
2024-04-25 23:26:43,705 - INFO - registerPlayer, cwe-089, 0, 1
2024-04-25 23:26:44,472 - INFO - register, cwe-089, 1, 0
2024-04-25 23:26:45,195 - INFO - register, cwe-089, 0, 0
2024-04-25 23:26:45,961 - INFO - process_form, cwe-089, 1, 1
2024-04-25 23:26:46,714 - INFO - process_form, cwe-089, 0, 0
2024-04-25 23:26:48,067 - INFO - load_user, cwe-089, 1, 1
2024-04-25 23:26:49,075 - INFO - load_user, cwe-089, 0, 1
2024-04-25 23:26:50,058 - INFO - delete, cwe-089, 1, 1
2024-04-25 23:26:51,028 - INFO - delete, cwe-089, 0, 1
2024-04-25 23:26:51,855 - INFO - get_markets, cwe-089, 1, 1
2024-04-25 23:26:52,502 - INFO - get_markets, cwe-089, 0, 0
2024-04-25 23:26:53,398 - INFO - get_secrets, cwe-089, 1, 1
2024-04-25 23:26:54,018 - INFO - get_secrets, cwe-089, 0, 0
2024-04-25 23:26:55,322 - INFO - add_consumption_data_row, cwe-089, 1, 1
2024-04-25 23:26:56,210 - INFO - add_consumption_data_row, cwe-089, 0, 1
2024-04-25 23:26:57,140 - INFO - lookup_assets, cwe-089, 1, 1
2024-04-25 23:26:57,835 - INFO - lookup_assets, cwe-089, 0, 0
2024-04-25 23:26:58,985 - INFO - set_state, cwe-089, 1, 1
2024-04-25 23:27:00,138 - INFO - set_state, cwe-089, 0, 1
2024-04-25 23:27:00,939 - INFO - _get_degree_2, cwe-089, 1, 1
2024-04-25 23:27:02,029 - INFO - _get_degree_2, cwe-089, 0, 1
2024-04-25 23:27:03,291 - INFO - get_tournaments_during_month, cwe-089, 1, 1
2024-04-25 23:27:04,291 - INFO - get_tournaments_during_month, cwe-089, 0, 1
2024-04-25 23:27:05,261 - INFO - add_input, cwe-089, 1, 1
2024-04-25 23:27:06,107 - INFO - add_input, cwe-089, 0, 0
2024-04-25 23:27:07,386 - INFO - get_error_days, cwe-089, 1, 1
2024-04-25 23:27:08,182 - INFO - get_error_days, cwe-089, 0, 1
2024-04-25 23:27:09,096 - INFO - all_deposits, cwe-089, 1, 1
2024-04-25 23:27:09,737 - INFO - all_deposits, cwe-089, 0, 0
2024-04-25 23:27:10,519 - INFO - get_user, cwe-089, 1, 1
2024-04-25 23:27:11,595 - INFO - get_user, cwe-089, 0, 1
2024-04-25 23:27:12,651 - INFO - compare_and_update, cwe-089, 1, 1
2024-04-25 23:27:13,836 - INFO - compare_and_update, cwe-089, 0, 1
2024-04-25 23:27:14,667 - INFO - GameNewPlayed, cwe-089, 1, 1
2024-04-25 23:27:15,661 - INFO - GameNewPlayed, cwe-089, 0, 1
2024-04-25 23:27:16,776 - INFO - insertNPC, cwe-089, 1, 1
2024-04-25 23:27:17,668 - INFO - insertNPC, cwe-089, 0, 1
2024-04-25 23:27:18,549 - INFO - get, cwe-089, 1, 1
2024-04-25 23:27:19,551 - INFO - get, cwe-089, 0, 1
2024-04-25 23:27:20,459 - INFO - h2h, cwe-089, 1, 0
2024-04-25 23:27:21,822 - INFO - h2h, cwe-089, 0, 1
2024-04-25 23:27:22,621 - INFO - insertData, cwe-089, 1, 1
2024-04-25 23:27:23,745 - INFO - insertData, cwe-089, 0, 1
2024-04-25 23:27:24,809 - INFO - get_requested_month_for_inverter, cwe-089, 1, 1
2024-04-25 23:27:25,568 - INFO - get_requested_month_for_inverter, cwe-089, 0, 1
2024-04-25 23:27:26,897 - INFO - delete_resultSet, cwe-089, 1, 1
2024-04-25 23:27:27,720 - INFO - delete_resultSet, cwe-089, 0, 0
2024-04-25 23:27:28,548 - INFO - getSeriesDateFromDatabase, cwe-089, 1, 1
2024-04-25 23:27:29,607 - INFO - getSeriesDateFromDatabase, cwe-089, 0, 1
2024-04-25 23:27:30,629 - INFO - karma_add, cwe-089, 1, 1
2024-04-25 23:27:31,693 - INFO - karma_add, cwe-089, 0, 1
2024-04-25 23:27:32,777 - INFO - update_date_modified, cwe-089, 1, 1
2024-04-25 23:27:33,491 - INFO - update_date_modified, cwe-089, 0, 0
2024-04-25 23:27:34,487 - INFO - system_search, cwe-089, 1, 1
2024-04-25 23:27:35,831 - INFO - system_search, cwe-089, 0, 1
2024-04-25 23:27:36,568 - INFO - add_input, cwe-089, 1, 0
2024-04-25 23:27:37,817 - INFO - add_input, cwe-089, 0, 1
2024-04-25 23:27:38,855 - INFO - get_login, cwe-089, 1, 1
2024-04-25 23:27:39,699 - INFO - get_login, cwe-089, 0, 1
2024-04-25 23:27:40,581 - INFO - login, cwe-089, 1, 1
2024-04-25 23:27:41,783 - INFO - login, cwe-089, 0, 1
2024-04-25 23:27:42,862 - INFO - get_current_state, cwe-089, 1, 1
2024-04-25 23:27:43,669 - INFO - get_current_state, cwe-089, 0, 1
2024-04-25 23:27:44,863 - INFO - fetch_page_name, cwe-089, 1, 1
2024-04-25 23:27:45,608 - INFO - fetch_page_name, cwe-089, 0, 0
2024-04-25 23:27:46,319 - INFO - save_page_edit, cwe-089, 1, 0
2024-04-25 23:27:47,426 - INFO - save_page_edit, cwe-089, 0, 1
2024-04-25 23:27:48,143 - INFO - get_top_popular, cwe-089, 1, 0
2024-04-25 23:27:48,994 - INFO - get_top_popular, cwe-089, 0, 1
2024-04-25 23:27:50,420 - INFO - render_page_edit, cwe-089, 1, 1
2024-04-25 23:27:51,247 - INFO - render_page_edit, cwe-089, 0, 1
2024-04-25 23:27:52,288 - INFO - get_monthly_ranks_for_scene, cwe-089, 1, 1
2024-04-25 23:27:53,198 - INFO - get_monthly_ranks_for_scene, cwe-089, 0, 1
2024-04-25 23:27:53,933 - INFO - auto_unlock_tasks, cwe-089, 1, 0
2024-04-25 23:27:55,269 - INFO - auto_unlock_tasks, cwe-089, 0, 1
2024-04-25 23:27:55,871 - INFO - add_input, cwe-089, 1, 0
2024-04-25 23:27:56,854 - INFO - add_input, cwe-089, 0, 1
2024-04-25 23:27:58,579 - INFO - getAllComments, cwe-089, 1, 1
2024-04-25 23:27:59,484 - INFO - getAllComments, cwe-089, 0, 0
2024-04-25 23:28:00,509 - INFO - update_user, cwe-089, 1, 1
2024-04-25 23:28:01,660 - INFO - update_user, cwe-089, 0, 1
2024-04-25 23:28:03,090 - INFO - save_accepted_transaction, cwe-089, 1, 0
2024-04-25 23:28:04,048 - INFO - save_accepted_transaction, cwe-089, 0, 1
2024-04-25 23:28:04,793 - INFO - shame_ask, cwe-089, 1, 0
2024-04-25 23:28:05,421 - INFO - shame_ask, cwe-089, 0, 0
2024-04-25 23:28:06,510 - INFO - incrementOption, cwe-089, 1, 1
2024-04-25 23:28:07,160 - INFO - incrementOption, cwe-089, 0, 0
2024-04-25 23:28:08,056 - INFO - overview, cwe-089, 1, 1
2024-04-25 23:28:08,977 - INFO - overview, cwe-089, 0, 1
2024-04-25 23:28:09,968 - INFO - addTags, cwe-089, 1, 1
2024-04-25 23:28:10,989 - INFO - addTags, cwe-089, 0, 1
2024-04-25 23:28:11,670 - INFO - edit, cwe-089, 1, 0
2024-04-25 23:28:12,592 - INFO - edit, cwe-089, 0, 1
2024-04-25 23:28:13,232 - INFO - process_form, cwe-089, 1, 0
2024-04-25 23:28:14,484 - INFO - process_form, cwe-089, 0, 1
2024-04-25 23:28:16,145 - INFO - clean_cache, cwe-089, 1, 1
2024-04-25 23:28:16,816 - INFO - clean_cache, cwe-089, 0, 0
2024-04-25 23:28:17,528 - INFO - quiz, cwe-089, 1, 0
2024-04-25 23:28:18,451 - INFO - quiz, cwe-089, 0, 1
2024-04-25 23:28:19,643 - INFO - reportMatch._checkPairing, cwe-089, 1, 1
2024-04-25 23:28:20,347 - INFO - reportMatch._checkPairing, cwe-089, 0, 0
2024-04-25 23:28:21,283 - INFO - add_month_data_row, cwe-089, 1, 1
2024-04-25 23:28:22,337 - INFO - add_month_data_row, cwe-089, 0, 1
2024-04-25 23:28:23,353 - INFO - create_playlist, cwe-089, 1, 0
2024-04-25 23:28:24,164 - INFO - create_playlist, cwe-089, 0, 0
2024-04-25 23:28:25,053 - INFO - karma_ask, cwe-089, 1, 1
2024-04-25 23:28:26,340 - INFO - karma_ask, cwe-089, 0, 1
2024-04-25 23:28:27,110 - INFO - post, cwe-089, 1, 0
2024-04-25 23:28:29,005 - INFO - post, cwe-089, 0, 1
2024-04-25 23:28:29,917 - INFO - add_day_data_row, cwe-089, 1, 1
2024-04-25 23:28:30,945 - INFO - add_day_data_row, cwe-089, 0, 1
2024-04-25 23:28:31,583 - INFO - store_metadata, cwe-089, 1, 0
2024-04-25 23:28:32,360 - INFO - store_metadata, cwe-089, 0, 0
2024-04-25 23:28:33,117 - INFO - get, cwe-089, 1, 1
2024-04-25 23:28:34,175 - INFO - get, cwe-089, 0, 1
2024-04-25 23:28:34,955 - INFO - check, cwe-089, 1, 1
2024-04-25 23:28:35,976 - INFO - check, cwe-089, 0, 1
2024-04-25 23:28:36,926 - INFO - delete_crawl, cwe-089, 1, 1
2024-04-25 23:28:38,024 - INFO - delete_crawl, cwe-089, 0, 1
2024-04-25 23:28:38,879 - INFO - add_movie, cwe-089, 1, 1
2024-04-25 23:28:39,642 - INFO - add_movie, cwe-089, 0, 0
2024-04-25 23:28:40,628 - INFO - new_category, cwe-089, 1, 1
2024-04-25 23:28:41,599 - INFO - new_category, cwe-089, 0, 1
2024-04-25 23:28:42,750 - INFO - get_first_month, cwe-089, 1, 1
2024-04-25 23:28:43,824 - INFO - get_first_month, cwe-089, 0, 1
2024-04-25 23:28:44,652 - INFO - getOptions, cwe-089, 1, 0
2024-04-25 23:28:45,687 - INFO - getOptions, cwe-089, 0, 1
2024-04-25 23:28:47,398 - INFO - retrieve_last_video_position, cwe-089, 1, 1
2024-04-25 23:28:48,500 - INFO - retrieve_last_video_position, cwe-089, 0, 1
2024-04-25 23:28:49,794 - INFO - view_page_history, cwe-089, 1, 1
2024-04-25 23:28:50,654 - INFO - view_page_history, cwe-089, 0, 0
2024-04-25 23:28:51,593 - INFO - add_input, cwe-089, 1, 1
2024-04-25 23:28:52,333 - INFO - add_input, cwe-089, 0, 0
2024-04-25 23:28:53,677 - INFO - get_top_author, cwe-089, 1, 1
2024-04-25 23:28:54,758 - INFO - get_top_author, cwe-089, 0, 1
2024-04-25 23:28:55,771 - INFO - get_all_referrers, cwe-089, 1, 1
2024-04-25 23:28:57,615 - INFO - get_all_referrers, cwe-089, 0, 1
2024-04-25 23:28:58,186 - INFO - add_translationname, cwe-089, 1, 0
2024-04-25 23:28:58,792 - INFO - add_translationname, cwe-089, 0, 0
2024-04-25 23:28:59,923 - INFO - get_max_task_id_for_project, cwe-089, 1, 1
2024-04-25 23:29:00,656 - INFO - get_max_task_id_for_project, cwe-089, 0, 0
2024-04-25 23:29:01,844 - INFO - findNPC, cwe-089, 1, 1
2024-04-25 23:29:02,767 - INFO - findNPC, cwe-089, 0, 1
2024-04-25 23:29:03,754 - INFO - edit, cwe-089, 1, 1
2024-04-25 23:29:04,526 - INFO - edit, cwe-089, 0, 0
2024-04-25 23:29:05,248 - INFO - add_input, cwe-089, 1, 0
2024-04-25 23:29:06,556 - INFO - add_input, cwe-089, 0, 1
2024-04-25 23:29:07,573 - INFO - fetch_resultSet, cwe-089, 1, 1
2024-04-25 23:29:08,330 - INFO - fetch_resultSet, cwe-089, 0, 1
2024-04-25 23:29:09,167 - INFO - init_user, cwe-089, 1, 0
2024-04-25 23:29:10,263 - INFO - init_user, cwe-089, 0, 1
