func_name, vul_type, true_label, pred_label
get_first_month, cwe-089, 1, 1
get_first_month, cwe-089, 0, 1
getOptions, cwe-089, 1, 0
getOptions, cwe-089, 0, 1
retrieve_last_video_position, cwe-089, 1, 1
retrieve_last_video_position, cwe-089, 0, 1
view_page_history, cwe-089, 1, 1
view_page_history, cwe-089, 0, 0
add_input, cwe-089, 1, 1
add_input, cwe-089, 0, 0
get_top_author, cwe-089, 1, 1
get_top_author, cwe-089, 0, 1
get_all_referrers, cwe-089, 1, 1
get_all_referrers, cwe-089, 0, 1
add_translationname, cwe-089, 1, 0
add_translationname, cwe-089, 0, 0
get_max_task_id_for_project, cwe-089, 1, 1
get_max_task_id_for_project, cwe-089, 0, 0
findNPC, cwe-089, 1, 1
findNPC, cwe-089, 0, 1
edit, cwe-089, 1, 1
edit, cwe-089, 0, 0
add_input, cwe-089, 1, 0
add_input, cwe-089, 0, 1
fetch_resultSet, cwe-089, 1, 1
fetch_resultSet, cwe-089, 0, 1
init_user, cwe-089, 1, 0
init_user, cwe-089, 0, 1
process_vote, cwe-089, 1, 1
process_vote, cwe-089, 0, 1
like, cwe-089, 1, 1
like, cwe-089, 0, 1
tag_to_tag_num, cwe-089, 1, 1
tag_to_tag_num, cwe-089, 0, 1
update_history_and_sourcebyinstitution, cwe-089, 1, 1
update_history_and_sourcebyinstitution, cwe-089, 0, 1
change_message, cwe-089, 1, 1
change_message, cwe-089, 0, 1
create_event, cwe-089, 1, 1
create_event, cwe-089, 0, 1
get_login2, cwe-089, 1, 1
get_login2, cwe-089, 0, 1
get_bracket_graph_data, cwe-089, 1, 1
get_bracket_graph_data, cwe-089, 0, 1
get, cwe-089, 1, 0
get, cwe-089, 0, 1
insertUsage, cwe-089, 1, 1
insertUsage, cwe-089, 0, 1
verify_email, cwe-089, 1, 1
verify_email, cwe-089, 0, 1
get_previous_yields, cwe-089, 1, 0
get_previous_yields, cwe-089, 0, 0
referrer_count, cwe-089, 1, 1
referrer_count, cwe-089, 0, 0
analyze_scene, cwe-089, 1, 1
analyze_scene, cwe-089, 0, 1
get_article, cwe-089, 1, 1
get_article, cwe-089, 0, 1
create_cf_base, cwe-089, 1, 1
create_cf_base, cwe-089, 0, 0
closeGame, cwe-089, 1, 1
closeGame, cwe-089, 0, 1
cancelFollow, cwe-089, 1, 1
cancelFollow, cwe-089, 0, 1
change_pass, cwe-089, 1, 1
change_pass, cwe-089, 0, 1
getCommentsByPostid, cwe-089, 1, 1
getCommentsByPostid, cwe-089, 0, 1
__init__.callback, cwe-089, 1, 1
__init__.callback, cwe-089, 0, 0
patch, cwe-089, 1, 1
patch, cwe-089, 0, 1
edit, cwe-089, 1, 1
edit, cwe-089, 0, 1
shame_add, cwe-089, 1, 1
shame_add, cwe-089, 0, 1
can_user_pass_that_amount_of_money, cwe-089, 1, 1
can_user_pass_that_amount_of_money, cwe-089, 0, 1
placings, cwe-089, 1, 1
placings, cwe-089, 0, 0
markTokenUsedExternal, cwe-089, 1, 0
markTokenUsedExternal, cwe-089, 0, 1
get_roster, cwe-089, 1, 0
get_roster, cwe-089, 0, 1
retrieve_video, cwe-089, 1, 1
retrieve_video, cwe-089, 0, 1
followFriends, cwe-089, 1, 0
followFriends, cwe-089, 0, 1
getGameID, cwe-089, 1, 1
getGameID, cwe-089, 0, 1
top_proxies, cwe-089, 1, 1
top_proxies, cwe-089, 0, 1
userLogin, cwe-089, 1, 1
userLogin, cwe-089, 0, 1
search_pages, cwe-089, 1, 1
search_pages, cwe-089, 0, 0
get_articles_by_subject, cwe-089, 1, 1
get_articles_by_subject, cwe-089, 0, 0
getQueue, cwe-089, 1, 1
getQueue, cwe-089, 0, 0
showPoll, cwe-089, 1, 1
showPoll, cwe-089, 0, 0
process_ranks, cwe-089, 1, 1
process_ranks, cwe-089, 0, 1
analyze_smashgg, cwe-089, 1, 1
analyze_smashgg, cwe-089, 0, 0
test, cwe-089, 1, 1
test, cwe-089, 0, 1
get_last_active_users, cwe-089, 1, 1
get_last_active_users, cwe-089, 0, 0
on_save, cwe-089, 1, 1
on_save, cwe-089, 0, 1
update_institutions, cwe-089, 1, 1
update_institutions, cwe-089, 0, 0
_add_to_db, cwe-089, 1, 1
_add_to_db, cwe-089, 0, 1
deletePost, cwe-089, 1, 1
deletePost, cwe-089, 0, 1
sloka, cwe-089, 1, 0
sloka, cwe-089, 0, 1
update_title, cwe-089, 1, 1
update_title, cwe-089, 0, 1
add_language, cwe-089, 1, 1
add_language, cwe-089, 0, 1
rfbHandleAuthResult, cwe-787, 1, 1
rfbHandleAuthResult, cwe-787, 0, 0
jbig2_image_compose, cwe-787, 1, 0
jbig2_image_compose, cwe-787, 0, 1
next_state_class, cwe-787, 1, 0
next_state_class, cwe-787, 0, 0
mpol_parse_str, cwe-787, 1, 1
mpol_parse_str, cwe-787, 0, 1
keycompare_mb, cwe-787, 1, 0
keycompare_mb, cwe-787, 0, 1
next_state_val, cwe-787, 1, 1
next_state_val, cwe-787, 0, 0
cbs_jpeg_split_fragment, cwe-787, 1, 1
cbs_jpeg_split_fragment, cwe-787, 0, 1
avcodec_align_dimensions2, cwe-787, 1, 0
avcodec_align_dimensions2, cwe-787, 0, 1
ContentLine_Analyzer::DoDeliverOnce, cwe-787, 1, 1
ContentLine_Analyzer::DoDeliverOnce, cwe-787, 0, 1
idn2_to_ascii_4i, cwe-787, 1, 1
idn2_to_ascii_4i, cwe-787, 0, 1
blosc_c, cwe-787, 1, 1
blosc_c, cwe-787, 0, 0
re2c::Scanner::fill, cwe-787, 1, 1
re2c::Scanner::fill, cwe-787, 0, 0
input_csi_dispatch_sgr_colon, cwe-787, 1, 1
input_csi_dispatch_sgr_colon, cwe-787, 0, 1
enl_ipc_get, cwe-787, 1, 0
enl_ipc_get, cwe-787, 0, 1
xdp_umem_reg, cwe-787, 1, 1
xdp_umem_reg, cwe-787, 0, 1
gps_tracker, cwe-787, 1, 1
gps_tracker, cwe-787, 0, 1
tcp_test, cwe-787, 1, 1
tcp_test, cwe-787, 0, 1
mapi_attr_read, cwe-787, 1, 1
mapi_attr_read, cwe-787, 0, 0
WritePSDChannel, cwe-787, 1, 1
WritePSDChannel, cwe-787, 0, 1
flb_gzip_compress, cwe-787, 1, 1
flb_gzip_compress, cwe-787, 0, 1
sc_oberthur_read_file, cwe-787, 1, 1
sc_oberthur_read_file, cwe-787, 0, 1
tflite::ops::builtin::segment_sum::ResizeOutputTensor, cwe-787, 1, 1
tflite::ops::builtin::segment_sum::ResizeOutputTensor, cwe-787, 0, 1
mwifiex_ret_wmm_get_status, cwe-787, 1, 1
mwifiex_ret_wmm_get_status, cwe-787, 0, 1
patch, cwe-787, 1, 0
patch, cwe-787, 0, 1
HandleRFBServerMessage, cwe-787, 1, 1
HandleRFBServerMessage, cwe-787, 0, 1
enc_untrusted_create_wait_queue, cwe-787, 1, 0
enc_untrusted_create_wait_queue, cwe-787, 0, 0
FromkLinuxSockAddr, cwe-787, 1, 1
FromkLinuxSockAddr, cwe-787, 0, 0
opj_pi_create_decode, cwe-787, 1, 0
opj_pi_create_decode, cwe-787, 0, 1
opj_j2k_set_cinema_parameters, cwe-787, 1, 1
opj_j2k_set_cinema_parameters, cwe-787, 0, 1
adminchild, cwe-787, 1, 1
adminchild, cwe-787, 0, 1
ecall_restore, cwe-787, 1, 1
ecall_restore, cwe-787, 0, 1
handle_PORT, cwe-787, 1, 1
handle_PORT, cwe-787, 0, 1
rom_copy, cwe-787, 1, 0
rom_copy, cwe-787, 0, 1
NeXTDecode, cwe-787, 1, 1
NeXTDecode, cwe-787, 0, 1
TiledInputFile::rawTileData, cwe-787, 1, 0
TiledInputFile::rawTileData, cwe-787, 0, 1
tcos_decipher, cwe-787, 1, 0
tcos_decipher, cwe-787, 0, 1
decode_zbuf, cwe-787, 1, 1
decode_zbuf, cwe-787, 0, 1
MultiPartInputFile::Data::chunkOffsetReconstruction, cwe-787, 1, 0
MultiPartInputFile::Data::chunkOffsetReconstruction, cwe-787, 0, 1
make_canonical, cwe-787, 1, 1
make_canonical, cwe-787, 0, 0
decode_frame, cwe-787, 1, 1
decode_frame, cwe-787, 0, 1
add_password, cwe-787, 1, 1
add_password, cwe-787, 0, 0
unicode_unfold_key, cwe-787, 1, 1
unicode_unfold_key, cwe-787, 0, 1
PHP_FUNCTION, cwe-787, 1, 1
PHP_FUNCTION, cwe-787, 0, 1
rfbProcessFileTransferReadBuffer, cwe-787, 1, 0
rfbProcessFileTransferReadBuffer, cwe-787, 0, 1
track_header, cwe-787, 1, 1
track_header, cwe-787, 0, 1
yaffsfs_istat, cwe-787, 1, 1
yaffsfs_istat, cwe-787, 0, 1
InsertRow, cwe-787, 1, 0
InsertRow, cwe-787, 0, 1
rds_rdma_extra_size, cwe-787, 1, 1
rds_rdma_extra_size, cwe-787, 0, 1
decode_frame, cwe-787, 1, 1
decode_frame, cwe-787, 0, 1
concat_opt_exact_str, cwe-787, 1, 0
concat_opt_exact_str, cwe-787, 0, 1
init_settings, cwe-079, 1, 1
init_settings, cwe-079, 0, 1
DeletionConfirmationDlg::DeletionConfirmationDlg, cwe-079, 1, 1
DeletionConfirmationDlg::DeletionConfirmationDlg, cwe-079, 0, 1
get, cwe-079, 1, 1
get, cwe-079, 0, 1
index, cwe-079, 1, 1
index, cwe-079, 0, 1
respond_error, cwe-079, 1, 1
respond_error, cwe-079, 0, 0
edit_bundle, cwe-079, 1, 1
edit_bundle, cwe-079, 0, 1
history_data, cwe-079, 1, 1
history_data, cwe-079, 0, 1
json_dumps, cwe-079, 1, 1
json_dumps, cwe-079, 0, 0
htmlvalue, cwe-079, 1, 1
htmlvalue, cwe-079, 0, 1
gravatar, cwe-079, 1, 1
gravatar, cwe-079, 0, 0
PeerListWidget::addPeer, cwe-079, 1, 0
PeerListWidget::addPeer, cwe-079, 0, 1
is_safe_url, cwe-079, 1, 1
is_safe_url, cwe-079, 0, 1
get_context_data, cwe-079, 1, 0
get_context_data, cwe-079, 0, 1
edit_workflow, cwe-079, 1, 1
edit_workflow, cwe-079, 0, 1
simple_search, cwe-079, 1, 1
simple_search, cwe-079, 0, 1
HPHP::WddxPacket::recursiveAddVar, cwe-079, 1, 1
HPHP::WddxPacket::recursiveAddVar, cwe-079, 0, 1
mode_receive, cwe-079, 1, 1
mode_receive, cwe-079, 0, 0
edit_coordinator, cwe-079, 1, 1
edit_coordinator, cwe-079, 0, 1
_keyify, cwe-079, 1, 1
_keyify, cwe-079, 0, 1
batch_edit_translations, cwe-079, 1, 1
batch_edit_translations, cwe-079, 0, 0
make_eb_config, cwe-079, 1, 1
make_eb_config, cwe-079, 0, 1
mode_keepalive, cwe-079, 1, 1
mode_keepalive, cwe-079, 0, 0
Logger::addPeer, cwe-079, 1, 1
Logger::addPeer, cwe-079, 0, 1
subscribe_for_tags, cwe-079, 1, 1
subscribe_for_tags, cwe-079, 0, 1
nav_path, cwe-079, 1, 1
nav_path, cwe-079, 0, 1
__init__, cwe-079, 1, 1
__init__, cwe-079, 0, 0
link_dialog, cwe-079, 1, 1
link_dialog, cwe-079, 0, 1
action_save_user, cwe-079, 1, 1
action_save_user, cwe-079, 0, 1
save, cwe-079, 1, 1
save, cwe-079, 0, 1
PropertiesWidget::loadTorrentInfos, cwe-079, 1, 1
PropertiesWidget::loadTorrentInfos, cwe-079, 0, 1
mode_close, cwe-079, 1, 1
mode_close, cwe-079, 0, 1
get_queryset, cwe-079, 1, 1
get_queryset, cwe-079, 0, 1
screenshotcommentcounts, cwe-079, 1, 0
screenshotcommentcounts, cwe-079, 0, 1
mode_input, cwe-079, 1, 1
mode_input, cwe-079, 0, 0
get_list_context, cwe-079, 1, 1
get_list_context, cwe-079, 0, 1
mode_init, cwe-079, 1, 0
mode_init, cwe-079, 0, 0
handle_file, cwe-079, 1, 1
handle_file, cwe-079, 0, 1
commentcounts, cwe-079, 1, 1
commentcounts, cwe-079, 0, 1
oidc_handle_session_management_iframe_rp, cwe-079, 1, 1
oidc_handle_session_management_iframe_rp, cwe-079, 0, 1
Logger::addMessage, cwe-079, 1, 0
Logger::addMessage, cwe-079, 0, 1
get, cwe-079, 1, 1
get, cwe-079, 0, 1
manipulate_reservation_action, cwe-079, 1, 1
manipulate_reservation_action, cwe-079, 0, 1
html_content, cwe-079, 1, 0
html_content, cwe-079, 0, 1
get_context_data, cwe-079, 1, 0
get_context_data, cwe-079, 0, 0
add_article_action, cwe-079, 1, 1
add_article_action, cwe-079, 0, 1
disk_seqf_stop, cwe-416, 1, 1
disk_seqf_stop, cwe-416, 0, 1
dbd_st_fetch, cwe-416, 1, 0
dbd_st_fetch, cwe-416, 0, 1
Magick::Image::read, cwe-416, 1, 1
Magick::Image::read, cwe-416, 0, 1
sctp_do_peeloff, cwe-416, 1, 0
sctp_do_peeloff, cwe-416, 0, 1
ap_limit_section, cwe-416, 1, 1
ap_limit_section, cwe-416, 0, 1
do_mq_notify, cwe-416, 1, 1
do_mq_notify, cwe-416, 0, 0
xc2028_set_config, cwe-416, 1, 1
xc2028_set_config, cwe-416, 0, 1
snd_pcm_period_elapsed, cwe-416, 1, 1
snd_pcm_period_elapsed, cwe-416, 0, 0
wwunpack, cwe-416, 1, 0
wwunpack, cwe-416, 0, 1
__ext4_journal_stop, cwe-416, 1, 1
__ext4_journal_stop, cwe-416, 0, 1
blk_rq_map_user_iov, cwe-416, 1, 1
blk_rq_map_user_iov, cwe-416, 0, 1
mif_process_cmpt, cwe-416, 1, 1
mif_process_cmpt, cwe-416, 0, 1
onig_new_deluxe, cwe-416, 1, 0
onig_new_deluxe, cwe-416, 0, 1
usb_sg_cancel, cwe-416, 1, 1
usb_sg_cancel, cwe-416, 0, 1
ip4_datagram_release_cb, cwe-416, 1, 1
ip4_datagram_release_cb, cwe-416, 0, 1
mark_context_stack, cwe-416, 1, 1
mark_context_stack, cwe-416, 0, 1
shadow_server_start, cwe-416, 1, 1
shadow_server_start, cwe-416, 0, 1
Curl_close, cwe-416, 1, 0
Curl_close, cwe-416, 0, 1
ExprAppendMultiKeysymList, cwe-416, 1, 0
ExprAppendMultiKeysymList, cwe-416, 0, 1
mm_init, cwe-416, 1, 0
mm_init, cwe-416, 0, 0
PHP_MINIT_FUNCTION, cwe-416, 0, 1
do_get_mempolicy, cwe-416, 1, 1
do_get_mempolicy, cwe-416, 0, 1
wddx_stack_destroy, cwe-416, 0, 0
regulator_ena_gpio_free, cwe-416, 1, 1
regulator_ena_gpio_free, cwe-416, 0, 0
usb_console_setup, cwe-416, 1, 1
usb_console_setup, cwe-416, 0, 0
ipxitf_ioctl, cwe-416, 1, 1
ipxitf_ioctl, cwe-416, 0, 0
PHP_MINIT_FUNCTION, cwe-416, 0, 1
get_task_ioprio, cwe-416, 1, 1
get_task_ioprio, cwe-416, 0, 1
SetImageType, cwe-416, 1, 1
SetImageType, cwe-416, 0, 1
updateDevice, cwe-416, 1, 0
updateDevice, cwe-416, 0, 1
kvm_ioctl_create_device, cwe-416, 1, 1
kvm_ioctl_create_device, cwe-416, 0, 1
SMB2_read, cwe-416, 1, 1
SMB2_read, cwe-416, 0, 1
archive_read_format_rar_read_data, cwe-416, 1, 1
archive_read_format_rar_read_data, cwe-416, 0, 1
r_anal_bb_free, cwe-416, 1, 1
r_anal_bb_free, cwe-416, 0, 0
hci_uart_set_proto, cwe-416, 1, 1
hci_uart_set_proto, cwe-416, 0, 1
